211231;3801;2730;99999;;;4;6451;;;-;899;MOVEON-siirto;;;;
211231;5526;6451;99999;;;4;2730;;;+;899;MOVEON-siirto;;;;
211231;3801;2730;99999;;;5;4314;;;-;1124;MOVEON-siirto;;;;
211231;5526;4314;99999;;;5;2730;;;+;1124;MOVEON-siirto;;;;
211231;3801;2730;99999;;;3;4611;;;-;452;MOVEON-siirto;;;;
211231;5526;4611;99999;;;3;2730;;;+;452;MOVEON-siirto;;;;
211231;3801;2730;99999;;;3;4631;;;-;674;MOVEON-siirto;;;;
211231;5526;4631;99999;;;3;2730;;;+;674;MOVEON-siirto;;;;
211231;3801;2730;99999;;;2;4632;;;-;228;MOVEON-siirto;;;;
211231;5526;4632;99999;;;2;2730;;;+;228;MOVEON-siirto;;;;
211231;3801;2730;99999;;;7;2311;;;-;1574;MOVEON-siirto;;;;
211231;5526;2311;99999;;;7;2730;;;+;1574;MOVEON-siirto;;;;
211231;3801;2730;99999;;;1;2312;;;-;225;MOVEON-siirto;;;;
211231;5526;2312;99999;;;1;2730;;;+;225;MOVEON-siirto;;;;
211231;3801;2730;99999;;;1;6521;;;-;225;MOVEON-siirto;;;;
211231;5526;6521;99999;;;1;2730;;;+;225;MOVEON-siirto;;;;
211231;3801;2730;99999;;;1;6522;;;-;225;MOVEON-siirto;;;;
211231;5526;6522;99999;;;1;2730;;;+;225;MOVEON-siirto;;;;
211231;3801;2730;99999;;;7;6532;;;-;1574;MOVEON-siirto;;;;
211231;5526;6532;99999;;;7;2730;;;+;1574;MOVEON-siirto;;;;
211231;3801;2730;99999;;;7;6533;;;-;1574;MOVEON-siirto;;;;
211231;5526;6533;99999;;;7;2730;;;+;1574;MOVEON-siirto;;;;
211231;3801;2730;99999;;;4;6543;;;-;899;MOVEON-siirto;;;;
211231;5526;6543;99999;;;4;2730;;;+;899;MOVEON-siirto;;;;
211231;3801;2730;99999;;;3;6545;;;-;674;MOVEON-siirto;;;;
211231;5526;6545;99999;;;3;2730;;;+;674;MOVEON-siirto;;;;
211231;3801;2730;99999;;;14;6551;;;-;3147;MOVEON-siirto;;;;
211231;5526;6551;99999;;;14;2730;;;+;3147;MOVEON-siirto;;;;
211231;3801;2730;99999;;;1;6210;;;-;225;MOVEON-siirto;;;;
211231;5526;6210;99999;;;1;2730;;;+;225;MOVEON-siirto;;;;
211231;3801;2710;99999;;;10;1111;;;-;1211;MOVEON-siirto;;;;
211231;5524;1111;99999;;;10;2710;;;+;1211;MOVEON-siirto;;;;
