220531;3801;2730;99999;;;4;0000;;;-;30;MOVEON-siirto;;;;
220531;5526;0000;99999;;;4;2730;;;+;30;MOVEON-siirto;;;;
220531;3801;2730;99999;;;3;0001;;;-;22;MOVEON-siirto;;;;
220531;5526;0001;99999;;;3;2730;;;+;22;MOVEON-siirto;;;;
220531;3801;2730;99999;;;2;0003;;;-;15;MOVEON-siirto;;;;
220531;5526;0003;99999;;;2;2730;;;+;15;MOVEON-siirto;;;;
220531;3801;2730;99999;;;4;0004;;;-;30;MOVEON-siirto;;;;
220531;5526;0004;99999;;;4;2730;;;+;30;MOVEON-siirto;;;;
220531;3801;2730;99999;;;1;4311;;;-;229;MOVEON-siirto;;;;
220531;5526;4311;99999;;;1;2730;;;+;229;MOVEON-siirto;;;;
220531;3801;2730;99999;;;1;4314;;;-;229;MOVEON-siirto;;;;
220531;5526;4314;99999;;;1;2730;;;+;229;MOVEON-siirto;;;;
220531;3801;2730;99999;;;2;2352;;;-;15;MOVEON-siirto;;;;
220531;5526;2352;99999;;;2;2730;;;+;15;MOVEON-siirto;;;;
220531;3801;2730;99999;;;10;6250;;;-;2294;MOVEON-siirto;;;;
220531;5526;6250;99999;;;10;2730;;;+;2294;MOVEON-siirto;;;;
220531;3801;2730;99999;;;1;6430;;;-;7;MOVEON-siirto;;;;
220531;5526;6430;99999;;;1;2730;;;+;7;MOVEON-siirto;;;;
220531;3801;2730;99999;;;7;6521;;;-;1606;MOVEON-siirto;;;;
220531;5526;6521;99999;;;7;2730;;;+;1606;MOVEON-siirto;;;;
220531;3801;2730;99999;;;5;6522;;;-;1147;MOVEON-siirto;;;;
220531;5526;6522;99999;;;5;2730;;;+;1147;MOVEON-siirto;;;;
220531;3801;2730;99999;;;5;6524;;;-;1147;MOVEON-siirto;;;;
220531;5526;6524;99999;;;5;2730;;;+;1147;MOVEON-siirto;;;;
220531;3801;2730;99999;;;6;6410;;;-;1376;MOVEON-siirto;;;;
220531;5526;6410;99999;;;6;2730;;;+;1376;MOVEON-siirto;;;;
220531;3801;2730;99999;;;4;6512;;;-;918;MOVEON-siirto;;;;
220531;5526;6512;99999;;;4;2730;;;+;918;MOVEON-siirto;;;;
220531;3801;2730;99999;;;1;6531;;;-;229;MOVEON-siirto;;;;
220531;5526;6531;99999;;;1;2730;;;+;229;MOVEON-siirto;;;;
220531;3801;2730;99999;;;14;6532;;;-;3212;MOVEON-siirto;;;;
220531;5526;6532;99999;;;14;2730;;;+;3212;MOVEON-siirto;;;;
