230531;3801;1520;99999;;;143;1520;;;-;1160;MOVEON-siirto;;;;
230531;5121;1520;99999;;;143;1520;;;+;1160;MOVEON-siirto;;;;
230531;3801;1520;99999;;;2;6420;;;-;862;MOVEON-siirto;;;;
230531;5121;6420;99999;;;2;1520;;;+;862;MOVEON-siirto;;;;
230531;3801;1520;99999;;;4;6420;;;-;1724;MOVEON-siirto;;;;
230531;5121;6420;99999;;;4;1520;;;+;1724;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;6420;;;-;2587;MOVEON-siirto;;;;
230531;5121;6420;99999;;;6;1520;;;+;2587;MOVEON-siirto;;;;
230531;3801;1520;99999;;;4;6420;;;-;1724;MOVEON-siirto;;;;
230531;5121;6420;99999;;;4;1520;;;+;1724;MOVEON-siirto;;;;
230531;3801;1520;99999;;;8;6420;;;-;3449;MOVEON-siirto;;;;
230531;5121;6420;99999;;;8;1520;;;+;3449;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;6420;;;-;2587;MOVEON-siirto;;;;
230531;5121;6420;99999;;;6;1520;;;+;2587;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;6420;;;-;2587;MOVEON-siirto;;;;
230531;5121;6420;99999;;;6;1520;;;+;2587;MOVEON-siirto;;;;
230531;3801;1520;99999;;;2;6420;;;-;862;MOVEON-siirto;;;;
230531;5121;6420;99999;;;2;1520;;;+;862;MOVEON-siirto;;;;
230531;3801;1520;99999;;;13;3531;;;-;3615;MOVEON-siirto;;;;
230531;5121;3531;99999;;;13;1520;;;+;3615;MOVEON-siirto;;;;
230531;3801;1520;99999;;;17;3541;;;-;4728;MOVEON-siirto;;;;
230531;5121;3541;99999;;;17;1520;;;+;4728;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;3610;;;-;1669;MOVEON-siirto;;;;
230531;5121;3610;99999;;;6;1520;;;+;1669;MOVEON-siirto;;;;
230531;3801;1520;99999;;;3;3620;;;-;834;MOVEON-siirto;;;;
230531;5121;3620;99999;;;3;1520;;;+;834;MOVEON-siirto;;;;
230531;3801;1520;99999;;;2;3640;;;-;460;MOVEON-siirto;;;;
230531;5121;3640;99999;;;2;1520;;;+;460;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;1211;;;-;1729;MOVEON-siirto;;;;
230531;5121;1211;99999;;;6;1520;;;+;1729;MOVEON-siirto;;;;
230531;3801;1520;99999;;;1;1216;;;-;8;MOVEON-siirto;;;;
230531;5121;1216;99999;;;1;1520;;;+;8;MOVEON-siirto;;;;
230531;3801;1520;99999;;;1;6330;;;-;230;MOVEON-siirto;;;;
230531;5121;6330;99999;;;1;1520;;;+;230;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;6340;;;-;1381;MOVEON-siirto;;;;
230531;5121;6340;99999;;;6;1520;;;+;1381;MOVEON-siirto;;;;
230531;3801;1520;99999;;;9;6310;;;-;2071;MOVEON-siirto;;;;
230531;5121;6310;99999;;;9;1520;;;+;2071;MOVEON-siirto;;;;
230531;3801;1520;99999;;;13;6310;;;-;2991;MOVEON-siirto;;;;
230531;5121;6310;99999;;;13;1520;;;+;2991;MOVEON-siirto;;;;
230531;3801;1520;99999;;;14;6310;;;-;3222;MOVEON-siirto;;;;
230531;5121;6310;99999;;;14;1520;;;+;3222;MOVEON-siirto;;;;
230531;3801;1520;99999;;;21;6310;;;-;4832;MOVEON-siirto;;;;
230531;5121;6310;99999;;;21;1520;;;+;4832;MOVEON-siirto;;;;
230531;3801;1520;99999;;;13;6351;;;-;2991;MOVEON-siirto;;;;
230531;5121;6351;99999;;;13;1520;;;+;2991;MOVEON-siirto;;;;
230531;3801;1520;99999;;;32;3437;;;-;8900;MOVEON-siirto;;;;
230531;5121;3437;99999;;;32;1520;;;+;8900;MOVEON-siirto;;;;
230531;3801;1520;99999;;;29;3437;;;-;8065;MOVEON-siirto;;;;
230531;5121;3437;99999;;;29;1520;;;+;8065;MOVEON-siirto;;;;
230531;3801;1520;99999;;;27;3427;;;-;6429;MOVEON-siirto;;;;
230531;5121;3427;99999;;;27;1520;;;+;6429;MOVEON-siirto;;;;
230531;3801;1520;99999;;;54;3427;;;-;14748;MOVEON-siirto;;;;
230531;5121;3427;99999;;;54;1520;;;+;14748;MOVEON-siirto;;;;
230531;3801;1520;99999;;;20;3428;;;-;4752;MOVEON-siirto;;;;
230531;5121;3428;99999;;;20;1520;;;+;4752;MOVEON-siirto;;;;
230531;3801;1520;99999;;;31;3428;;;-;8082;MOVEON-siirto;;;;
230531;5121;3428;99999;;;31;1520;;;+;8082;MOVEON-siirto;;;;
230531;3801;1520;99999;;;17;3431;;;-;4188;MOVEON-siirto;;;;
230531;5121;3431;99999;;;17;1520;;;+;4188;MOVEON-siirto;;;;
230531;3801;1520;99999;;;33;3432;;;-;8638;MOVEON-siirto;;;;
230531;5121;3432;99999;;;33;1520;;;+;8638;MOVEON-siirto;;;;
230531;3801;1520;99999;;;42;3433;;;-;11141;MOVEON-siirto;;;;
230531;5121;3433;99999;;;42;1520;;;+;11141;MOVEON-siirto;;;;
230531;3801;1520;99999;;;6;3420;;;-;1669;MOVEON-siirto;;;;
230531;5121;3420;99999;;;6;1520;;;+;1669;MOVEON-siirto;;;;
230531;3801;1520;99999;;;11;3420;;;-;3059;MOVEON-siirto;;;;
230531;5121;3420;99999;;;11;1520;;;+;3059;MOVEON-siirto;;;;
230531;3801;1520;99999;;;9;3420;;;-;2503;MOVEON-siirto;;;;
230531;5121;3420;99999;;;9;1520;;;+;2503;MOVEON-siirto;;;;
230531;3801;1520;99999;;;14;3420;;;-;3894;MOVEON-siirto;;;;
230531;5121;3420;99999;;;14;1520;;;+;3894;MOVEON-siirto;;;;
230531;3801;1520;99999;;;10;3422;;;-;2511;MOVEON-siirto;;;;
230531;5121;3422;99999;;;10;1520;;;+;2511;MOVEON-siirto;;;;
230531;3801;1520;99999;;;16;3422;;;-;4180;MOVEON-siirto;;;;
230531;5121;3422;99999;;;16;1520;;;+;4180;MOVEON-siirto;;;;
230531;3801;1520;99999;;;50;3421;;;-;13906;MOVEON-siirto;;;;
230531;5121;3421;99999;;;50;1520;;;+;13906;MOVEON-siirto;;;;
230531;3801;1520;99999;;;48;3360;;;-;13349;MOVEON-siirto;;;;
230531;5121;3360;99999;;;48;1520;;;+;13349;MOVEON-siirto;;;;
230531;3801;1520;99999;;;19;3360;;;-;5014;MOVEON-siirto;;;;
230531;5121;3360;99999;;;19;1520;;;+;5014;MOVEON-siirto;;;;
230531;3801;1520;99999;;;16;3360;;;-;4450;MOVEON-siirto;;;;
230531;5121;3360;99999;;;16;1520;;;+;4450;MOVEON-siirto;;;;
230531;3801;1520;99999;;;15;3415;;;-;4172;MOVEON-siirto;;;;
230531;5121;3415;99999;;;15;1520;;;+;4172;MOVEON-siirto;;;;
230531;3801;1520;99999;;;40;3417;;;-;11125;MOVEON-siirto;;;;
230531;5121;3417;99999;;;40;1520;;;+;11125;MOVEON-siirto;;;;
230531;3801;1520;99999;;;46;3419;;;-;11983;MOVEON-siirto;;;;
230531;5121;3419;99999;;;46;1520;;;+;11983;MOVEON-siirto;;;;
230531;3801;1520;99999;;;29;3435;;;-;8065;MOVEON-siirto;;;;
230531;5121;3435;99999;;;29;1520;;;+;8065;MOVEON-siirto;;;;
230531;3801;1520;99999;;;60;3530;;;-;15337;MOVEON-siirto;;;;
230531;5121;3530;99999;;;60;1520;;;+;15337;MOVEON-siirto;;;;
230531;3801;1520;99999;;;19;3370;;;-;5284;MOVEON-siirto;;;;
230531;5121;3370;99999;;;19;1520;;;+;5284;MOVEON-siirto;;;;
230531;3801;1520;99999;;;12;3370;;;-;3337;MOVEON-siirto;;;;
230531;5121;3370;99999;;;12;1520;;;+;3337;MOVEON-siirto;;;;
230531;3801;1520;99999;;;17;3370;;;-;4728;MOVEON-siirto;;;;
230531;5121;3370;99999;;;17;1520;;;+;4728;MOVEON-siirto;;;;
230531;3801;1520;99999;;;16;3370;;;-;4450;MOVEON-siirto;;;;
