230930;3801;1520;99999;;;223;1520;;;-;4271;MOVEON-siirto;;;;
230930;5121;1520;99999;;;223;1520;;;+;4271;MOVEON-siirto;;;;
230930;3801;1520;99999;;;2;6420;;;-;884;MOVEON-siirto;;;;
230930;5121;6420;99999;;;2;1520;;;+;884;MOVEON-siirto;;;;
230930;3801;1520;99999;;;4;6420;;;-;1769;MOVEON-siirto;;;;
230930;5121;6420;99999;;;4;1520;;;+;1769;MOVEON-siirto;;;;
230930;3801;1520;99999;;;6;6420;;;-;2653;MOVEON-siirto;;;;
230930;5121;6420;99999;;;6;1520;;;+;2653;MOVEON-siirto;;;;
230930;3801;1520;99999;;;16;6420;;;-;7074;MOVEON-siirto;;;;
230930;5121;6420;99999;;;16;1520;;;+;7074;MOVEON-siirto;;;;
230930;3801;1520;99999;;;6;6420;;;-;2653;MOVEON-siirto;;;;
230930;5121;6420;99999;;;6;1520;;;+;2653;MOVEON-siirto;;;;
230930;3801;1520;99999;;;5;3531;;;-;1446;MOVEON-siirto;;;;
230930;5121;3531;99999;;;5;1520;;;+;1446;MOVEON-siirto;;;;
230930;3801;1520;99999;;;18;3541;;;-;4665;MOVEON-siirto;;;;
230930;5121;3541;99999;;;18;1520;;;+;4665;MOVEON-siirto;;;;
230930;3801;1520;99999;;;12;3620;;;-;1850;MOVEON-siirto;;;;
230930;5121;3620;99999;;;12;1520;;;+;1850;MOVEON-siirto;;;;
230930;3801;1520;99999;;;10;3640;;;-;1524;MOVEON-siirto;;;;
230930;5121;3640;99999;;;10;1520;;;+;1524;MOVEON-siirto;;;;
230930;3801;1520;99999;;;1;6330;;;-;241;MOVEON-siirto;;;;
230930;5121;6330;99999;;;1;1520;;;+;241;MOVEON-siirto;;;;
230930;3801;1520;99999;;;8;6340;;;-;1929;MOVEON-siirto;;;;
230930;5121;6340;99999;;;8;1520;;;+;1929;MOVEON-siirto;;;;
230930;3801;1520;99999;;;1;6340;;;-;241;MOVEON-siirto;;;;
230930;5121;6340;99999;;;1;1520;;;+;241;MOVEON-siirto;;;;
230930;3801;1520;99999;;;1;6310;;;-;241;MOVEON-siirto;;;;
230930;5121;6310;99999;;;1;1520;;;+;241;MOVEON-siirto;;;;
230930;3801;1520;99999;;;8;6310;;;-;1929;MOVEON-siirto;;;;
230930;5121;6310;99999;;;8;1520;;;+;1929;MOVEON-siirto;;;;
230930;3801;1520;99999;;;10;6310;;;-;2412;MOVEON-siirto;;;;
230930;5121;6310;99999;;;10;1520;;;+;2412;MOVEON-siirto;;;;
230930;3801;1520;99999;;;22;6310;;;-;5305;MOVEON-siirto;;;;
230930;5121;6310;99999;;;22;1520;;;+;5305;MOVEON-siirto;;;;
230930;3801;1520;99999;;;29;6351;;;-;6993;MOVEON-siirto;;;;
230930;5121;6351;99999;;;29;1520;;;+;6993;MOVEON-siirto;;;;
230930;3801;1520;99999;;;14;3437;;;-;4048;MOVEON-siirto;;;;
230930;5121;3437;99999;;;14;1520;;;+;4048;MOVEON-siirto;;;;
230930;3801;1520;99999;;;8;3437;;;-;2313;MOVEON-siirto;;;;
230930;5121;3437;99999;;;8;1520;;;+;2313;MOVEON-siirto;;;;
230930;3801;1520;99999;;;28;3427;;;-;7826;MOVEON-siirto;;;;
230930;5121;3427;99999;;;28;1520;;;+;7826;MOVEON-siirto;;;;
230930;3801;1520;99999;;;21;3427;;;-;6072;MOVEON-siirto;;;;
230930;5121;3427;99999;;;21;1520;;;+;6072;MOVEON-siirto;;;;
230930;3801;1520;99999;;;46;3428;;;-;13301;MOVEON-siirto;;;;
230930;5121;3428;99999;;;46;1520;;;+;13301;MOVEON-siirto;;;;
230930;3801;1520;99999;;;14;3428;;;-;4048;MOVEON-siirto;;;;
230930;5121;3428;99999;;;14;1520;;;+;4048;MOVEON-siirto;;;;
230930;3801;1520;99999;;;17;3431;;;-;4646;MOVEON-siirto;;;;
230930;5121;3431;99999;;;17;1520;;;+;4646;MOVEON-siirto;;;;
230930;3801;1520;99999;;;35;3432;;;-;9040;MOVEON-siirto;;;;
230930;5121;3432;99999;;;35;1520;;;+;9040;MOVEON-siirto;;;;
230930;3801;1520;99999;;;64;3433;;;-;17966;MOVEON-siirto;;;;
230930;5121;3433;99999;;;64;1520;;;+;17966;MOVEON-siirto;;;;
230930;3801;1520;99999;;;6;3420;;;-;1735;MOVEON-siirto;;;;
230930;5121;3420;99999;;;6;1520;;;+;1735;MOVEON-siirto;;;;
230930;3801;1520;99999;;;6;3420;;;-;1735;MOVEON-siirto;;;;
230930;5121;3420;99999;;;6;1520;;;+;1735;MOVEON-siirto;;;;
230930;3801;1520;99999;;;10;3420;;;-;2892;MOVEON-siirto;;;;
230930;5121;3420;99999;;;10;1520;;;+;2892;MOVEON-siirto;;;;
230930;3801;1520;99999;;;16;3420;;;-;4626;MOVEON-siirto;;;;
230930;5121;3420;99999;;;16;1520;;;+;4626;MOVEON-siirto;;;;
